dateTime,value
4/6/2025 09:00,1.823
4/6/2025 09:15,1.8221666666666667
4/6/2025 09:30,1.8213333333333328
4/6/2025 09:45,1.8205
4/6/2025 10:00,1.8196666666666663
4/6/2025 10:15,1.8188333333333333
4/6/2025 10:30,1.818
4/6/2025 10:45,1.8171666666666664
4/6/2025 11:00,1.8163333333333331
4/6/2025 11:15,1.8155
4/6/2025 11:30,1.8146666666666669
4/6/2025 11:45,1.8138333333333327
4/6/2025 12:00,1.813
4/6/2025 12:15,1.8127916666666664
4/6/2025 12:30,1.8125833333333328
4/6/2025 12:45,1.812375
4/6/2025 13:00,1.8121666666666667
4/6/2025 13:15,1.8119583333333331
4/6/2025 13:30,1.81175
4/6/2025 13:45,1.8115416666666664
4/6/2025 14:00,1.8113333333333328
4/6/2025 14:15,1.811125
4/6/2025 14:30,1.8109166666666665
4/6/2025 14:45,1.8107083333333331
4/6/2025 15:00,1.8105
4/6/2025 15:15,1.8102916666666664
4/6/2025 15:30,1.8100833333333333
4/6/2025 15:45,1.809875
4/6/2025 16:00,1.8096666666666663
4/6/2025 16:15,1.8094583333333327
4/6/2025 16:30,1.80925
4/6/2025 16:45,1.8090416666666669
4/6/2025 17:00,1.8088333333333333
4/6/2025 17:15,1.808625
4/6/2025 17:30,1.8084166666666663
4/6/2025 17:45,1.8082083333333328
4/6/2025 18:00,1.808
4/6/2025 18:15,1.807791666666667
4/6/2025 18:30,1.807583333333333
4/6/2025 18:45,1.807375
4/6/2025 19:00,1.8071666666666664
4/6/2025 19:15,1.8069583333333328
4/6/2025 19:30,1.80675
4/6/2025 19:45,1.8065416666666667
4/6/2025 20:00,1.8063333333333331
4/6/2025 20:15,1.806125
4/6/2025 20:30,1.8059166666666664
4/6/2025 20:45,1.8057083333333328
4/6/2025 21:00,1.8055
4/6/2025 21:15,1.8052916666666663
4/6/2025 21:30,1.8050833333333332
4/6/2025 21:45,1.804875
4/6/2025 22:00,1.8046666666666664
4/6/2025 22:15,1.8044583333333333
4/6/2025 22:30,1.80425
4/6/2025 22:45,1.8040416666666663
4/6/2025 23:00,1.8038333333333327
4/6/2025 23:15,1.803625
4/6/2025 23:30,1.803416666666667
4/6/2025 23:45,1.8032083333333333
4/7/2025 00:00,1.803
4/7/2025 00:15,1.8021666666666667
4/7/2025 00:30,1.8013333333333332
4/7/2025 00:45,1.8005
4/7/2025 01:00,1.7996666666666663
4/7/2025 01:15,1.7988333333333333
4/7/2025 01:30,1.798
4/7/2025 01:45,1.7971666666666666
4/7/2025 02:00,1.7963333333333331
4/7/2025 02:15,1.7955
4/7/2025 02:30,1.7946666666666666
4/7/2025 02:45,1.7938333333333332
4/7/2025 03:00,1.793
4/7/2025 03:15,1.7927499999999998
4/7/2025 03:30,1.7925
4/7/2025 03:45,1.79225
4/7/2025 04:00,1.792
4/7/2025 04:15,1.79175
4/7/2025 04:30,1.7915
4/7/2025 04:45,1.79125
4/7/2025 05:00,1.791
4/7/2025 05:15,1.79075
4/7/2025 05:30,1.7905
4/7/2025 05:45,1.79025
4/7/2025 06:00,1.79
